"Retailer","Retailer_ID","Invoice_Date","Region","State","City","Product","Price_per_Unit","Units_Sold","Total_Sale","Operating_Profit","Operating_Margin","Sales_Method"
"Sports Direct","1185732","2021-02-04","Southeast","South Carolina","Charleston","Men's Street Footwear","35","975","34125","13650","40%","Online"
"Sports Direct","1185732","2021-02-04","Southeast","South Carolina","Charleston","Men's Athletic Footwear","35","625","21875","7656","35%","Online"
"Sports Direct","1185732","2021-02-04","Southeast","South Carolina","Charleston","Women's Street Footwear","25","675","16875","6750","40%","Online"
"Sports Direct","1185732","2021-02-04","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","30","525","15750","6300","40%","Online"
"Sports Direct","1185732","2021-02-04","Southeast","North Carolina","Charlotte","Men's Apparel","45","600","27000","9450","35%","Online"
"Sports Direct","1185732","2021-02-04","Southeast","North Carolina","Charlotte","Women's Apparel","30","700","21000","10500","50%","Online"
"Sports Direct","1185732","2021-03-02","Southeast","North Carolina","Charlotte","Men's Street Footwear","30","920","27600","11040","40%","Online"
"Sports Direct","1185732","2021-03-02","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","30","600","18000","6300","35%","Online"
"Sports Direct","1185732","2021-03-02","Southeast","North Carolina","Charlotte","Women's Street Footwear","20","625","12500","5000","40%","Online"
"Sports Direct","1185732","2021-03-02","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","25","475","11875","4750","40%","Online"
"Sports Direct","1185732","2021-03-02","Southeast","North Carolina","Charlotte","Men's Apparel","40","525","21000","7350","35%","Online"
"Sports Direct","1185732","2021-03-02","Southeast","North Carolina","Charlotte","Women's Apparel","30","625","18750","9375","50%","Online"
"Sports Direct","1185732","2021-04-03","Southeast","North Carolina","Charlotte","Men's Street Footwear","30","875","26250","10500","40%","Online"
"Sports Direct","1185732","2021-04-03","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","30","575","17250","6037","35%","Online"
"Sports Direct","1185732","2021-04-03","Southeast","North Carolina","Charlotte","Women's Street Footwear","20","575","11500","4600","40%","Online"
"Sports Direct","1185732","2021-04-03","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","25","500","12500","5000","40%","Online"
"Sports Direct","1185732","2021-04-03","Southeast","North Carolina","Charlotte","Men's Apparel","45","525","23625","8268","35%","Online"
"Sports Direct","1185732","2021-04-03","Southeast","North Carolina","Charlotte","Women's Apparel","35","675","23625","11812","50%","Online"
"Sports Direct","1185732","2021-05-02","Southeast","North Carolina","Charlotte","Men's Street Footwear","45","945","42525","17010","40%","Online"
"Sports Direct","1185732","2021-05-02","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","45","650","29250","10237","35%","Online"
"Sports Direct","1185732","2021-05-02","Southeast","North Carolina","Charlotte","Women's Street Footwear","40","625","25000","10000","40%","Online"
"Sports Direct","1185732","2021-05-02","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","40","575","23000","9200","40%","Online"
"Sports Direct","1185732","2021-05-02","Southeast","North Carolina","Charlotte","Men's Apparel","50","600","30000","10500","35%","Online"
"Sports Direct","1185732","2021-05-02","Southeast","North Carolina","Charlotte","Women's Apparel","55","700","38500","19250","50%","Online"
"Sports Direct","1185732","2021-06-04","Southeast","North Carolina","Charlotte","Men's Street Footwear","50","950","47500","19000","40%","Online"
"Sports Direct","1185732","2021-06-04","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","45","700","31500","11025","35%","Online"
"Sports Direct","1185732","2021-06-04","Southeast","North Carolina","Charlotte","Women's Street Footwear","50","675","33750","13500","40%","Online"
"Sports Direct","1185732","2021-06-04","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","50","650","32500","13000","40%","Online"
"Sports Direct","1185732","2021-06-04","Southeast","North Carolina","Charlotte","Men's Apparel","65","650","42250","14787","35%","Online"
"Sports Direct","1185732","2021-06-04","Southeast","North Carolina","Charlotte","Women's Apparel","70","825","57750","28875","50%","Online"
"Sports Direct","1185732","2021-07-02","Southeast","North Carolina","Charlotte","Men's Street Footwear","65","1050","68250","27300","40%","Online"
"Sports Direct","1185732","2021-07-02","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","60","800","48000","16800","35%","Online"
"Sports Direct","1185732","2021-07-02","Southeast","North Carolina","Charlotte","Women's Street Footwear","55","725","39875","15950","40%","Online"
"Sports Direct","1185732","2021-07-02","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","55","675","37125","14850","40%","Online"
"Sports Direct","1185732","2021-07-02","Southeast","North Carolina","Charlotte","Men's Apparel","65","700","45500","15925","35%","Online"
"Sports Direct","1185732","2021-07-02","Southeast","North Carolina","Charlotte","Women's Apparel","70","875","61250","30625","50%","Online"
"Sports Direct","1185732","2021-08-03","Southeast","North Carolina","Charlotte","Men's Street Footwear","65","1025","66625","26650","40%","Online"
"Sports Direct","1185732","2021-08-03","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","60","800","48000","16800","35%","Online"
"Sports Direct","1185732","2021-08-03","Southeast","North Carolina","Charlotte","Women's Street Footwear","55","725","39875","15950","40%","Online"
"Sports Direct","1185732","2021-08-03","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","45","675","30375","12150","40%","Online"
"Sports Direct","1185732","2021-08-03","Southeast","North Carolina","Charlotte","Men's Apparel","55","650","35750","12512","35%","Online"
"Sports Direct","1185732","2021-08-03","Southeast","North Carolina","Charlotte","Women's Apparel","60","825","49500","24750","50%","Online"
"Sports Direct","1185732","2021-09-02","Southeast","North Carolina","Charlotte","Men's Street Footwear","55","925","50875","20350","40%","Online"
"Sports Direct","1185732","2021-09-02","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","50","725","36250","12687","35%","Online"
"Sports Direct","1185732","2021-09-02","Southeast","North Carolina","Charlotte","Women's Street Footwear","30","625","18750","7500","40%","Online"
"Sports Direct","1185732","2021-09-02","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","30","600","18000","7200","40%","Online"
"Sports Direct","1185732","2021-09-02","Southeast","North Carolina","Charlotte","Men's Apparel","40","600","24000","8400","35%","Online"
"Sports Direct","1185732","2021-09-02","Southeast","North Carolina","Charlotte","Women's Apparel","45","700","31500","15750","50%","Online"
"Sports Direct","1185732","2021-10-04","Southeast","North Carolina","Charlotte","Men's Street Footwear","45","875","39375","15750","40%","Online"
"Sports Direct","1185732","2021-10-04","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","35","700","24500","8575","35%","Online"
"Sports Direct","1185732","2021-10-04","Southeast","North Carolina","Charlotte","Women's Street Footwear","35","575","20125","8050","40%","Online"
"Sports Direct","1185732","2021-10-04","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","35","550","19250","7700","40%","Online"
"Sports Direct","1185732","2021-10-04","Southeast","North Carolina","Charlotte","Men's Apparel","45","550","24750","8662","35%","Online"
"Sports Direct","1185732","2021-10-04","Southeast","North Carolina","Charlotte","Women's Apparel","50","675","33750","16875","50%","Online"
"Sports Direct","1185732","2021-11-03","Southeast","North Carolina","Charlotte","Men's Street Footwear","45","825","37125","14850","40%","Online"
"Sports Direct","1185732","2021-11-03","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","35","650","22750","7962","35%","Online"
"Sports Direct","1185732","2021-11-03","Southeast","North Carolina","Charlotte","Women's Street Footwear","40","595","23800","9520","40%","Online"
"Sports Direct","1185732","2021-11-03","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","60","650","39000","15600","40%","Online"
"Sports Direct","1185732","2021-11-03","Southeast","North Carolina","Charlotte","Men's Apparel","75","625","46875","16406","35%","Online"
"Sports Direct","1185732","2021-11-03","Southeast","North Carolina","Charlotte","Women's Apparel","75","725","54375","27187","50%","Online"
"Sports Direct","1185732","2021-12-02","Southeast","North Carolina","Charlotte","Men's Street Footwear","70","975","68250","27300","40%","Online"
"Sports Direct","1185732","2021-12-02","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","60","775","46500","16275","35%","Online"
"Amazon","1185732","2021-12-02","Southeast","North Carolina","Charlotte","Women's Street Footwear","60","725","43500","17400","40%","Online"
"Amazon","1185732","2021-12-02","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","60","675","40500","16200","40%","Online"
"Amazon","1185732","2021-12-02","Southeast","North Carolina","Charlotte","Men's Apparel","70","675","47250","16537","35%","Online"
"Amazon","1185732","2021-12-02","Southeast","North Carolina","Charlotte","Women's Apparel","75","775","58125","29062","50%","Online"
"Amazon","1185732","2021-01-13","Southeast","North Carolina","Charlotte","Men's Street Footwear","35","775","27125","10850","40%","Online"
"Amazon","1185732","2021-01-13","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","35","575","20125","7043","35%","Online"
"Amazon","1185732","2021-01-13","Southeast","North Carolina","Charlotte","Women's Street Footwear","25","575","14375","5750","40%","Online"
"Amazon","1185732","2021-01-13","Southeast","North Carolina","Charlotte","Women's Athletic Footwear","30","425","12750","5100","40%","Online"
"Amazon","1185732","2021-01-13","Southeast","North Carolina","Charlotte","Men's Apparel","45","475","21375","7481","35%","Online"
"Amazon","1185732","2021-01-13","Southeast","North Carolina","Charlotte","Women's Apparel","35","575","20125","10062","50%","Online"
"Amazon","1185732","2021-02-11","Southeast","North Carolina","Charlotte","Men's Street Footwear","35","825","28875","11550","40%","Online"
"Amazon","1185732","2021-02-11","Southeast","North Carolina","Charlotte","Men's Athletic Footwear","35","475","16625","5818","35%","Online"
"Amazon","1185732","2021-02-11","Southeast","North Carolina","Charlotte","Women's Street Footwear","25","525","13125","5250","40%","Online"
"Amazon","1185732","2021-02-11","Midwest","Ohio","Columbus","Women's Athletic Footwear","30","375","11250","4500","40%","Online"
"Amazon","1185732","2021-02-11","Midwest","Ohio","Columbus","Men's Apparel","45","450","20250","7087","35%","Online"
"Amazon","1185732","2021-02-11","Midwest","Ohio","Columbus","Women's Apparel","30","550","16500","8250","50%","Online"
"Amazon","1185732","2021-03-09","Midwest","Ohio","Columbus","Men's Street Footwear","30","770","23100","9240","40%","Online"
"Amazon","1185732","2021-03-09","Midwest","Ohio","Columbus","Men's Athletic Footwear","30","450","13500","4725","35%","Online"
"Amazon","1185732","2021-03-09","Midwest","Ohio","Columbus","Women's Street Footwear","20","475","9500","3800","40%","Online"
"Amazon","1185732","2021-03-09","Midwest","Ohio","Columbus","Women's Athletic Footwear","25","325","8125","3250","40%","Online"
"Amazon","1185732","2021-03-09","Midwest","Ohio","Columbus","Men's Apparel","40","375","15000","5250","35%","Online"
"Amazon","1185732","2021-03-09","Midwest","Ohio","Columbus","Women's Apparel","30","475","14250","7125","50%","Online"
"Amazon","1185732","2021-04-10","Midwest","Ohio","Columbus","Men's Street Footwear","30","725","21750","8700","40%","Online"
"Amazon","1185732","2021-04-10","Midwest","Ohio","Columbus","Men's Athletic Footwear","30","425","12750","4462","35%","Online"
"Amazon","1185732","2021-04-10","Midwest","Ohio","Columbus","Women's Street Footwear","20","425","8500","3400","40%","Online"
"Amazon","1185732","2021-04-10","Midwest","Ohio","Columbus","Women's Athletic Footwear","25","350","8750","3500","40%","Online"
"Amazon","1185732","2021-04-10","Midwest","Ohio","Columbus","Men's Apparel","45","375","16875","5906","35%","Online"
"Amazon","1185732","2021-04-10","Midwest","Ohio","Columbus","Women's Apparel","35","525","18375","9187","50%","Online"
"Amazon","1185732","2021-05-09","Midwest","Ohio","Columbus","Men's Street Footwear","45","795","35775","14310","40%","Online"
"Amazon","1185732","2021-05-09","Midwest","Ohio","Columbus","Men's Athletic Footwear","45","500","22500","7875","35%","Online"
"Amazon","1185732","2021-05-09","Midwest","Ohio","Columbus","Women's Street Footwear","40","475","19000","7600","40%","Online"
"Amazon","1185732","2021-05-09","Midwest","Ohio","Columbus","Women's Athletic Footwear","40","425","17000","6800","40%","Online"
"Amazon","1185732","2021-05-09","Midwest","Ohio","Columbus","Men's Apparel","50","450","22500","7875","35%","Online"
"Amazon","1185732","2021-05-09","Midwest","Ohio","Columbus","Women's Apparel","55","550","30250","15125","50%","Online"
"Amazon","1185732","2021-06-11","Midwest","Ohio","Columbus","Men's Street Footwear","50","800","40000","16000","40%","Online"
"Amazon","1185732","2021-06-11","Midwest","Ohio","Columbus","Men's Athletic Footwear","45","550","24750","8662","35%","Online"
"Amazon","1185732","2021-06-11","Midwest","Ohio","Columbus","Women's Street Footwear","50","525","26250","10500","40%","Online"
"Amazon","1185732","2021-06-11","Midwest","Ohio","Columbus","Women's Athletic Footwear","50","500","25000","10000","40%","Online"
"Amazon","1185732","2021-06-11","Midwest","Ohio","Columbus","Men's Apparel","65","500","32500","11375","35%","Online"
"Amazon","1185732","2021-06-11","Midwest","Ohio","Columbus","Women's Apparel","70","675","47250","23625","50%","Online"
"Amazon","1185732","2021-07-09","Midwest","Ohio","Columbus","Men's Street Footwear","65","900","58500","23400","40%","Online"
